Sample ID	Method name	Toxicity domain	Information domain	Date	Experiment ID	Organization abbreviation	Organisation full name	Name of PI	Person entering data	E-mail	Compound	Compound name of actual form used	CAS Number	SMILES	Supplier	Order  number	Lot number	Compound  form	Storage temperature  of unsolved compound	Stock solvent	Stock concentration	Stock concentration unit	Stock aliquot storage	Sample type	Organism	Organ	Dimension	Heterogeneity	Dynamics	Differentiation status	Complexity	Cell type	Cell name	Cell donor or lot	Cell batch	Cell passage	Sex	Contact inhibition	Seeding density	Population doubling time	Treatment modality	Dosage	Dose maintenance	Exposure time	Exposure time unit	Treatment scheme	Concentration	Concentration Unit	Plate format	Plate manufacturer	Cell pre-treatment	Coating	Coating lot	Medium	Medium provider	Medium lot	% Serum	Serum provider	Serum lot	Medium additive 1	Additive 1 provider	Additive 1 concentration	Additive 1 concentration unit	Medium additive 2	Additive 2 provider	Additive 2 concentration	Additive 2 concentration unit	Medium additive 3	Additive 3 provider	Additive 3 concentration	Additive 3 concentration unit	Medium additive 4	Additive 4 provider	Additive 4 concentration	Additive 4 concentration unit	Medium additive 5	Additive 5 provider	Additive 5 concentration	Additive 5 concentration unit	% DMSO	DMSO provider	Platewise or stack	Group ID	Biological replicate	Technical replicates	Number of Endpoints	Endpoint 2/1 measure	Endpoint 2/1 definition	Endpoint 2/1 type	Endpoint 2/1 readout method	Endpoint 2/1 normalized	Endpoint 2/1 mean	Endpoint 2/1 standard deviation	Endpoint 3 measure	Endpoint 3 definition	Endpoint 3 type	Endpoint 3 readout method	Endpoint 3 normalized	Endpoint 3 mean	Endpoint 3 standard diviation
371_3	UKN3a_NeuroTox_LUH_neurite_72h_d5	Neuro	Cytotoxicity	20170120	20170120_EUTox_UKN3a72h_PlateIII	UKN	University of Konstanz	Marcel Leist	Alice Krebs	marcel.leist@uni-konstanz.de	Clofibrate	2-(4-Chlorophenoxy)-2-methylpropionic acid ethyl ester; Ethyl 2-(4-chlorophenoxy)-2-methylpropionate; Ethyl 2-(4-chlorophenoxy)isobutyrate	637-07-0 	CCOC(=O)C(C)(C)Oc1ccc(Cl)cc1	Simga	C6643	n.a.	liquid	4°C	DMSO	100	mM	aliquots stored at -80°C	test	human	brain	2D	monoculture	differentiation	9day differentiation	cell	cell line	LUHMES	SGJD working stock 2016	NA	< 16	female	yes	138000 cells/cm2	18 h 	single dose	medium	single addition	72	h	NA	5.9	-log(M)	96-well	Sarsted	NA	PLO, fibronectin	NA	Advanced DMEM/F-12	Thermo Fisher Scientific	NA	NA	NA	NA	cAMP	Sigma-Aldrich	100	mM	GDNF	R&D Systems	20	µg/ml	tetracyclin	Sigma-Aldrich	1	mg/ml	N2	Invitrogen	100	x	glutamine	Sigma-Aldrich	200	mM	0.1	Sigma-Aldrich	Stack	371	2	3	2	Hoechst staining/Co-staining Hoechst and Calcein	viability	viability	image-based	93.91070346			neurite area	neurite area	functional readout	image-based	103.242		
623_1	UKN3a_NeuroTox_LUH_neurite_72h_d5	Neuro	Cytotoxicity	20170122	20170122_EUTox_UKN3a72h_PlateIII	UKN	University of Konstanz	Marcel Leist	Alice Krebs	marcel.leist@uni-konstanz.de	Clofibrate	2-(4-Chlorophenoxy)-2-methylpropionic acid ethyl ester; Ethyl 2-(4-chlorophenoxy)-2-methylpropionate; Ethyl 2-(4-chlorophenoxy)isobutyrate	637-07-0 	CCOC(=O)C(C)(C)Oc1ccc(Cl)cc1	Simga	C6643	n.a.	liquid	4°C	DMSO	100	mM	aliquots stored at -80°C	test	human	brain	2D	monoculture	differentiation	9day differentiation	cell	cell line	LUHMES	SGJD working stock 2016	NA	< 16	female	yes	138000 cells/cm2	18 h 	single dose	medium	single addition	72	h	NA	5.9	-log(M)	96-well	Sarsted	NA	PLO, fibronectin	NA	Advanced DMEM/F-12	Thermo Fisher Scientific	NA	NA	NA	NA	cAMP	Sigma-Aldrich	100	mM	GDNF	R&D Systems	20	µg/ml	tetracyclin	Sigma-Aldrich	1	mg/ml	N2	Invitrogen	100	x	glutamine	Sigma-Aldrich	200	mM	0.1	Sigma-Aldrich	Stack	623	3	3	2	Hoechst staining/Co-staining Hoechst and Calcein	viability	viability	image-based	95.475924			neurite area	neurite area	functional readout	image-based	111.9259		
623_2	UKN3a_NeuroTox_LUH_neurite_72h_d5	Neuro	Cytotoxicity	20170122	20170122_EUTox_UKN3a72h_PlateIII	UKN	University of Konstanz	Marcel Leist	Alice Krebs	marcel.leist@uni-konstanz.de	Clofibrate	2-(4-Chlorophenoxy)-2-methylpropionic acid ethyl ester; Ethyl 2-(4-chlorophenoxy)-2-methylpropionate; Ethyl 2-(4-chlorophenoxy)isobutyrate	637-07-0 	CCOC(=O)C(C)(C)Oc1ccc(Cl)cc1	Simga	C6643	n.a.	liquid	4°C	DMSO	100	mM	aliquots stored at -80°C	test	human	brain	2D	monoculture	differentiation	9day differentiation	cell	cell line	LUHMES	SGJD working stock 2016	NA	< 16	female	yes	138000 cells/cm2	18 h 	single dose	medium	single addition	72	h	NA	5.9	-log(M)	96-well	Sarsted	NA	PLO, fibronectin	NA	Advanced DMEM/F-12	Thermo Fisher Scientific	NA	NA	NA	NA	cAMP	Sigma-Aldrich	100	mM	GDNF	R&D Systems	20	µg/ml	tetracyclin	Sigma-Aldrich	1	mg/ml	N2	Invitrogen	100	x	glutamine	Sigma-Aldrich	200	mM	0.1	Sigma-Aldrich	Stack	623	3	3	2	Hoechst staining/Co-staining Hoechst and Calcein	viability	viability	image-based	96.51121369			neurite area	neurite area	functional readout	image-based	113.9603		
623_3	UKN3a_NeuroTox_LUH_neurite_72h_d5	Neuro	Cytotoxicity	20170122	20170122_EUTox_UKN3a72h_PlateIII	UKN	University of Konstanz	Marcel Leist	Alice Krebs	marcel.leist@uni-konstanz.de	Clofibrate	2-(4-Chlorophenoxy)-2-methylpropionic acid ethyl ester; Ethyl 2-(4-chlorophenoxy)-2-methylpropionate; Ethyl 2-(4-chlorophenoxy)isobutyrate	637-07-0 	CCOC(=O)C(C)(C)Oc1ccc(Cl)cc1	Simga	C6643	n.a.	liquid	4°C	DMSO	100	mM	aliquots stored at -80°C	test	human	brain	2D	monoculture	differentiation	9day differentiation	cell	cell line	LUHMES	SGJD working stock 2016	NA	< 16	female	yes	138000 cells/cm2	18 h 	single dose	medium	single addition	72	h	NA	5.9	-log(M)	96-well	Sarsted	NA	PLO, fibronectin	NA	Advanced DMEM/F-12	Thermo Fisher Scientific	NA	NA	NA	NA	cAMP	Sigma-Aldrich	100	mM	GDNF	R&D Systems	20	µg/ml	tetracyclin	Sigma-Aldrich	1	mg/ml	N2	Invitrogen	100	x	glutamine	Sigma-Aldrich	200	mM	0.1	Sigma-Aldrich	Stack	623	3	3	2	Hoechst staining/Co-staining Hoechst and Calcein	viability	viability	image-based	97.43597289			neurite area	neurite area	functional readout	image-based	106.2395		
875_1	UKN3a_NeuroTox_LUH_neurite_72h_d5	Neuro	Cytotoxicity	20170123	20170123_EUTox_UKN3a72h_PlateIII	UKN	University of Konstanz	Marcel Leist	Alice Krebs	marcel.leist@uni-konstanz.de	Clofibrate	2-(4-Chlorophenoxy)-2-methylpropionic acid ethyl ester; Ethyl 2-(4-chlorophenoxy)-2-methylpropionate; Ethyl 2-(4-chlorophenoxy)isobutyrate	637-07-0 	CCOC(=O)C(C)(C)Oc1ccc(Cl)cc1	Simga	C6643	n.a.	liquid	4°C	DMSO	100	mM	aliquots stored at -80°C	test	human	brain	2D	monoculture	differentiation	9day differentiation	cell	cell line	LUHMES	SGJD working stock 2016	NA	< 16	female	yes	138000 cells/cm2	18 h 	single dose	medium	single addition	72	h	NA	5.9	-log(M)	96-well	Sarsted	NA	PLO, fibronectin	NA	Advanced DMEM/F-12	Thermo Fisher Scientific	NA	NA	NA	NA	cAMP	Sigma-Aldrich	100	mM	GDNF	R&D Systems	20	µg/ml	tetracyclin	Sigma-Aldrich	1	mg/ml	N2	Invitrogen	100	x	glutamine	Sigma-Aldrich	200	mM	0.1	Sigma-Aldrich	Stack	875	4	3	2	Hoechst staining/Co-staining Hoechst and Calcein	viability	viability	image-based	91.01857892			neurite area	neurite area	functional readout	image-based	96.94025		
875_2	UKN3a_NeuroTox_LUH_neurite_72h_d5	Neuro	Cytotoxicity	20170123	20170123_EUTox_UKN3a72h_PlateIII	UKN	University of Konstanz	Marcel Leist	Alice Krebs	marcel.leist@uni-konstanz.de	Clofibrate	2-(4-Chlorophenoxy)-2-methylpropionic acid ethyl ester; Ethyl 2-(4-chlorophenoxy)-2-methylpropionate; Ethyl 2-(4-chlorophenoxy)isobutyrate	637-07-0 	CCOC(=O)C(C)(C)Oc1ccc(Cl)cc1	Simga	C6643	n.a.	liquid	4°C	DMSO	100	mM	aliquots stored at -80°C	test	human	brain	2D	monoculture	differentiation	9day differentiation	cell	cell line	LUHMES	SGJD working stock 2016	NA	< 16	female	yes	138000 cells/cm2	18 h 	single dose	medium	single addition	72	h	NA	5.9	-log(M)	96-well	Sarsted	NA	PLO, fibronectin	NA	Advanced DMEM/F-12	Thermo Fisher Scientific	NA	NA	NA	NA	cAMP	Sigma-Aldrich	100	mM	GDNF	R&D Systems	20	µg/ml	tetracyclin	Sigma-Aldrich	1	mg/ml	N2	Invitrogen	100	x	glutamine	Sigma-Aldrich	200	mM	0.1	Sigma-Aldrich	Stack	875	4	3	2	Hoechst staining/Co-staining Hoechst and Calcein	viability	viability	image-based	105.1008162			neurite area	neurite area	functional readout	image-based	90.40647		
875_3	UKN3a_NeuroTox_LUH_neurite_72h_d5	Neuro	Cytotoxicity	20170123	20170123_EUTox_UKN3a72h_PlateIII	UKN	University of Konstanz	Marcel Leist	Alice Krebs	marcel.leist@uni-konstanz.de	Clofibrate	2-(4-Chlorophenoxy)-2-methylpropionic acid ethyl ester; Ethyl 2-(4-chlorophenoxy)-2-methylpropionate; Ethyl 2-(4-chlorophenoxy)isobutyrate	637-07-0 	CCOC(=O)C(C)(C)Oc1ccc(Cl)cc1	Simga	C6643	n.a.	liquid	4°C	DMSO	100	mM	aliquots stored at -80°C	test	human	brain	2D	monoculture	differentiation	9day differentiation	cell	cell line	LUHMES	SGJD working stock 2016	NA	< 16	female	yes	138000 cells/cm2	18 h 	single dose	medium	single addition	72	h	NA	5.9	-log(M)	96-well	Sarsted	NA	PLO, fibronectin	NA	Advanced DMEM/F-12	Thermo Fisher Scientific	NA	NA	NA	NA	cAMP	Sigma-Aldrich	100	mM	GDNF	R&D Systems	20	µg/ml	tetracyclin	Sigma-Aldrich	1	mg/ml	N2	Invitrogen	100	x	glutamine	Sigma-Aldrich	200	mM	0.1	Sigma-Aldrich	Stack	875	4	3	2	Hoechst staining/Co-staining Hoechst and Calcein	viability	viability	image-based	102.5452941			neurite area	neurite area	functional readout	image-based	100.8471		
120_1	UKN3a_NeuroTox_LUH_neurite_72h_d5	Neuro	Cytotoxicity	20161202	20161202_EUTox_UKN3a72h_PlateIII	UKN	University of Konstanz	Marcel Leist	Alice Krebs	marcel.leist@uni-konstanz.de	Clofibrate	2-(4-Chlorophenoxy)-2-methylpropionic acid ethyl ester; Ethyl 2-(4-chlorophenoxy)-2-methylpropionate; Ethyl 2-(4-chlorophenoxy)isobutyrate	637-07-0 	CCOC(=O)C(C)(C)Oc1ccc(Cl)cc1	Simga	C6643	n.a.	liquid	4°C	DMSO	100	mM	aliquots stored at -80°C	test	human	brain	2D	monoculture	differentiation	9day differentiation	cell	cell line	LUHMES	SGJD working stock 2016	NA	< 16	female	yes	138000 cells/cm2	18 h 	single dose	medium	single addition	72	h	NA	6.4	-log(M)	96-well	Sarsted	NA	PLO, fibronectin	NA	Advanced DMEM/F-12	Thermo Fisher Scientific	NA	NA	NA	NA	cAMP	Sigma-Aldrich	100	mM	GDNF	R&D Systems	20	µg/ml	tetracyclin	Sigma-Aldrich	1	mg/ml	N2	Invitrogen	100	x	glutamine	Sigma-Aldrich	200	mM	0.1	Sigma-Aldrich	Stack	120	1	3	2	Hoechst staining/Co-staining Hoechst and Calcein	viability	viability	image-based	88.39399272			neurite area	neurite area	functional readout	image-based	94.92945		
120_2	UKN3a_NeuroTox_LUH_neurite_72h_d5	Neuro	Cytotoxicity	20161202	20161202_EUTox_UKN3a72h_PlateIII	UKN	University of Konstanz	Marcel Leist	Alice Krebs	marcel.leist@uni-konstanz.de	Clofibrate	2-(4-Chlorophenoxy)-2-methylpropionic acid ethyl ester; Ethyl 2-(4-chlorophenoxy)-2-methylpropionate; Ethyl 2-(4-chlorophenoxy)isobutyrate	637-07-0 	CCOC(=O)C(C)(C)Oc1ccc(Cl)cc1	Simga	C6643	n.a.	liquid	4°C	DMSO	100	mM	aliquots stored at -80°C	test	human	brain	2D	monoculture	differentiation	9day differentiation	cell	cell line	LUHMES	SGJD working stock 2016	NA	< 16	female	yes	138000 cells/cm2	18 h 	single dose	medium	single addition	72	h	NA	6.4	-log(M)	96-well	Sarsted	NA	PLO, fibronectin	NA	Advanced DMEM/F-12	Thermo Fisher Scientific	NA	NA	NA	NA	cAMP	Sigma-Aldrich	100	mM	GDNF	R&D Systems	20	µg/ml	tetracyclin	Sigma-Aldrich	1	mg/ml	N2	Invitrogen	100	x	glutamine	Sigma-Aldrich	200	mM	0.1	Sigma-Aldrich	Stack	120	1	3	2	Hoechst staining/Co-staining Hoechst and Calcein	viability	viability	image-based	98.65527739			neurite area	neurite area	functional readout	image-based	93.63144		
120_3	UKN3a_NeuroTox_LUH_neurite_72h_d5	Neuro	Cytotoxicity	20161202	20161202_EUTox_UKN3a72h_PlateIII	UKN	University of Konstanz	Marcel Leist	Alice Krebs	marcel.leist@uni-konstanz.de	Clofibrate	2-(4-Chlorophenoxy)-2-methylpropionic acid ethyl ester; Ethyl 2-(4-chlorophenoxy)-2-methylpropionate; Ethyl 2-(4-chlorophenoxy)isobutyrate	637-07-0 	CCOC(=O)C(C)(C)Oc1ccc(Cl)cc1	Simga	C6643	n.a.	liquid	4°C	DMSO	100	mM	aliquots stored at -80°C	test	human	brain	2D	monoculture	differentiation	9day differentiation	cell	cell line	LUHMES	SGJD working stock 2016	NA	< 16	female	yes	138000 cells/cm2	18 h 	single dose	medium	single addition	72	h	NA	6.4	-log(M)	96-well	Sarsted	NA	PLO, fibronectin	NA	Advanced DMEM/F-12	Thermo Fisher Scientific	NA	NA	NA	NA	cAMP	Sigma-Aldrich	100	mM	GDNF	R&D Systems	20	µg/ml	tetracyclin	Sigma-Aldrich	1	mg/ml	N2	Invitrogen	100	x	glutamine	Sigma-Aldrich	200	mM	0.1	Sigma-Aldrich	Stack	120	1	3	2	Hoechst staining/Co-staining Hoechst and Calcein	viability	viability	image-based	99.37533748			neurite area	neurite area	functional readout	image-based	98.47753		
372_1	UKN3a_NeuroTox_LUH_neurite_72h_d5	Neuro	Cytotoxicity	20170120	20170120_EUTox_UKN3a72h_PlateIII	UKN	University of Konstanz	Marcel Leist	Alice Krebs	marcel.leist@uni-konstanz.de	Clofibrate	2-(4-Chlorophenoxy)-2-methylpropionic acid ethyl ester; Ethyl 2-(4-chlorophenoxy)-2-methylpropionate; Ethyl 2-(4-chlorophenoxy)isobutyrate	637-07-0 	CCOC(=O)C(C)(C)Oc1ccc(Cl)cc1	Simga	C6643	n.a.	liquid	4°C	DMSO	100	mM	aliquots stored at -80°C	test	human	brain	2D	monoculture	differentiation	9day differentiation	cell	cell line	LUHMES	SGJD working stock 2016	NA	< 16	female	yes	138000 cells/cm2	18 h 	single dose	medium	single addition	72	h	NA	6.4	-log(M)	96-well	Sarsted	NA	PLO, fibronectin	NA	Advanced DMEM/F-12	Thermo Fisher Scientific	NA	NA	NA	NA	cAMP	Sigma-Aldrich	100	mM	GDNF	R&D Systems	20	µg/ml	tetracyclin	Sigma-Aldrich	1	mg/ml	N2	Invitrogen	100	x	glutamine	Sigma-Aldrich	200	mM	0.1	Sigma-Aldrich	Stack	372	2	3	2	Hoechst staining/Co-staining Hoechst and Calcein	viability	viability	image-based	100.6102933			neurite area	neurite area	functional readout	image-based	104.8885		
372_2	UKN3a_NeuroTox_LUH_neurite_72h_d5	Neuro	Cytotoxicity	20170120	20170120_EUTox_UKN3a72h_PlateIII	UKN	University of Konstanz	Marcel Leist	Alice Krebs	marcel.leist@uni-konstanz.de	Clofibrate	2-(4-Chlorophenoxy)-2-methylpropionic acid ethyl ester; Ethyl 2-(4-chlorophenoxy)-2-methylpropionate; Ethyl 2-(4-chlorophenoxy)isobutyrate	637-07-0 	CCOC(=O)C(C)(C)Oc1ccc(Cl)cc1	Simga	C6643	n.a.	liquid	4°C	DMSO	100	mM	aliquots stored at -80°C	test	human	brain	2D	monoculture	differentiation	9day differentiation	cell	cell line	LUHMES	SGJD working stock 2016	NA	< 16	female	yes	138000 cells/cm2	18 h 	single dose	medium	single addition	72	h	NA	6.4	-log(M)	96-well	Sarsted	NA	PLO, fibronectin	NA	Advanced DMEM/F-12	Thermo Fisher Scientific	NA	NA	NA	NA	cAMP	Sigma-Aldrich	100	mM	GDNF	R&D Systems	20	µg/ml	tetracyclin	Sigma-Aldrich	1	mg/ml	N2	Invitrogen	100	x	glutamine	Sigma-Aldrich	200	mM	0.1	Sigma-Aldrich	Stack	372	2	3	2	Hoechst staining/Co-staining Hoechst and Calcein	viability	viability	image-based	99.82402519			neurite area	neurite area	functional readout	image-based	97.17269		
372_3	UKN3a_NeuroTox_LUH_neurite_72h_d5	Neuro	Cytotoxicity	20170120	20170120_EUTox_UKN3a72h_PlateIII	UKN	University of Konstanz	Marcel Leist	Alice Krebs	marcel.leist@uni-konstanz.de	Clofibrate	2-(4-Chlorophenoxy)-2-methylpropionic acid ethyl ester; Ethyl 2-(4-chlorophenoxy)-2-methylpropionate; Ethyl 2-(4-chlorophenoxy)isobutyrate	637-07-0 	CCOC(=O)C(C)(C)Oc1ccc(Cl)cc1	Simga	C6643	n.a.	liquid	4°C	DMSO	100	mM	aliquots stored at -80°C	test	human	brain	2D	monoculture	differentiation	9day differentiation	cell	cell line	LUHMES	SGJD working stock 2016	NA	< 16	female	yes	138000 cells/cm2	18 h 	single dose	medium	single addition	72	h	NA	6.4	-log(M)	96-well	Sarsted	NA	PLO, fibronectin	NA	Advanced DMEM/F-12	Thermo Fisher Scientific	NA	NA	NA	NA	cAMP	Sigma-Aldrich	100	mM	GDNF	R&D Systems	20	µg/ml	tetracyclin	Sigma-Aldrich	1	mg/ml	N2	Invitrogen	100	x	glutamine	Sigma-Aldrich	200	mM	0.1	Sigma-Aldrich	Stack	372	2	3	2	Hoechst staining/Co-staining Hoechst and Calcein	viability	viability	image-based	96.02940102			neurite area	neurite area	functional readout	image-based	104.1603		
624_1	UKN3a_NeuroTox_LUH_neurite_72h_d5	Neuro	Cytotoxicity	20170122	20170122_EUTox_UKN3a72h_PlateIII	UKN	University of Konstanz	Marcel Leist	Alice Krebs	marcel.leist@uni-konstanz.de	Clofibrate	2-(4-Chlorophenoxy)-2-methylpropionic acid ethyl ester; Ethyl 2-(4-chlorophenoxy)-2-methylpropionate; Ethyl 2-(4-chlorophenoxy)isobutyrate	637-07-0 	CCOC(=O)C(C)(C)Oc1ccc(Cl)cc1	Simga	C6643	n.a.	liquid	4°C	DMSO	100	mM	aliquots stored at -80°C	test	human	brain	2D	monoculture	differentiation	9day differentiation	cell	cell line	LUHMES	SGJD working stock 2016	NA	< 16	female	yes	138000 cells/cm2	18 h 	single dose	medium	single addition	72	h	NA	6.4	-log(M)	96-well	Sarsted	NA	PLO, fibronectin	NA	Advanced DMEM/F-12	Thermo Fisher Scientific	NA	NA	NA	NA	cAMP	Sigma-Aldrich	100	mM	GDNF	R&D Systems	20	µg/ml	tetracyclin	Sigma-Aldrich	1	mg/ml	N2	Invitrogen	100	x	glutamine	Sigma-Aldrich	200	mM	0.1	Sigma-Aldrich	Stack	624	3	3	2	Hoechst staining/Co-staining Hoechst and Calcein	viability	viability	image-based	94.45499602			neurite area	neurite area	functional readout	image-based	102.8911		
624_2	UKN3a_NeuroTox_LUH_neurite_72h_d5	Neuro	Cytotoxicity	20170122	20170122_EUTox_UKN3a72h_PlateIII	UKN	University of Konstanz	Marcel Leist	Alice Krebs	marcel.leist@uni-konstanz.de	Clofibrate	2-(4-Chlorophenoxy)-2-methylpropionic acid ethyl ester; Ethyl 2-(4-chlorophenoxy)-2-methylpropionate; Ethyl 2-(4-chlorophenoxy)isobutyrate	637-07-0 	CCOC(=O)C(C)(C)Oc1ccc(Cl)cc1	Simga	C6643	n.a.	liquid	4°C	DMSO	100	mM	aliquots stored at -80°C	test	human	brain	2D	monoculture	differentiation	9day differentiation	cell	cell line	LUHMES	SGJD working stock 2016	NA	< 16	female	yes	138000 cells/cm2	18 h 	single dose	medium	single addition	72	h	NA	6.4	-log(M)	96-well	Sarsted	NA	PLO, fibronectin	NA	Advanced DMEM/F-12	Thermo Fisher Scientific	NA	NA	NA	NA	cAMP	Sigma-Aldrich	100	mM	GDNF	R&D Systems	20	µg/ml	tetracyclin	Sigma-Aldrich	1	mg/ml	N2	Invitrogen	100	x	glutamine	Sigma-Aldrich	200	mM	0.1	Sigma-Aldrich	Stack	624	3	3	2	Hoechst staining/Co-staining Hoechst and Calcein	viability	viability	image-based	94.58308284			neurite area	neurite area	functional readout	image-based	119.016		
624_3	UKN3a_NeuroTox_LUH_neurite_72h_d5	Neuro	Cytotoxicity	20170122	20170122_EUTox_UKN3a72h_PlateIII	UKN	University of Konstanz	Marcel Leist	Alice Krebs	marcel.leist@uni-konstanz.de	Clofibrate	2-(4-Chlorophenoxy)-2-methylpropionic acid ethyl ester; Ethyl 2-(4-chlorophenoxy)-2-methylpropionate; Ethyl 2-(4-chlorophenoxy)isobutyrate	637-07-0 	CCOC(=O)C(C)(C)Oc1ccc(Cl)cc1	Simga	C6643	n.a.	liquid	4°C	DMSO	100	mM	aliquots stored at -80°C	test	human	brain	2D	monoculture	differentiation	9day differentiation	cell	cell line	LUHMES	SGJD working stock 2016	NA	< 16	female	yes	138000 cells/cm2	18 h 	single dose	medium	single addition	72	h	NA	6.4	-log(M)	96-well	Sarsted	NA	PLO, fibronectin	NA	Advanced DMEM/F-12	Thermo Fisher Scientific	NA	NA	NA	NA	cAMP	Sigma-Aldrich	100	mM	GDNF	R&D Systems	20	µg/ml	tetracyclin	Sigma-Aldrich	1	mg/ml	N2	Invitrogen	100	x	glutamine	Sigma-Aldrich	200	mM	0.1	Sigma-Aldrich	Stack	624	3	3	2	Hoechst staining/Co-staining Hoechst and Calcein	viability	viability	image-based	100.9819956			neurite area	neurite area	functional readout	image-based	105.888		
876_1	UKN3a_NeuroTox_LUH_neurite_72h_d5	Neuro	Cytotoxicity	20170123	20170123_EUTox_UKN3a72h_PlateIII	UKN	University of Konstanz	Marcel Leist	Alice Krebs	marcel.leist@uni-konstanz.de	Clofibrate	2-(4-Chlorophenoxy)-2-methylpropionic acid ethyl ester; Ethyl 2-(4-chlorophenoxy)-2-methylpropionate; Ethyl 2-(4-chlorophenoxy)isobutyrate	637-07-0 	CCOC(=O)C(C)(C)Oc1ccc(Cl)cc1	Simga	C6643	n.a.	liquid	4°C	DMSO	100	mM	aliquots stored at -80°C	test	human	brain	2D	monoculture	differentiation	9day differentiation	cell	cell line	LUHMES	SGJD working stock 2016	NA	< 16	female	yes	138000 cells/cm2	18 h 	single dose	medium	single addition	72	h	NA	6.4	-log(M)	96-well	Sarsted	NA	PLO, fibronectin	NA	Advanced DMEM/F-12	Thermo Fisher Scientific	NA	NA	NA	NA	cAMP	Sigma-Aldrich	100	mM	GDNF	R&D Systems	20	µg/ml	tetracyclin	Sigma-Aldrich	1	mg/ml	N2	Invitrogen	100	x	glutamine	Sigma-Aldrich	200	mM	0.1	Sigma-Aldrich	Stack	876	4	3	2	Hoechst staining/Co-staining Hoechst and Calcein	viability	viability	image-based	102.5453383			neurite area	neurite area	functional readout	image-based	95.57066		
876_2	UKN3a_NeuroTox_LUH_neurite_72h_d5	Neuro	Cytotoxicity	20170123	20170123_EUTox_UKN3a72h_PlateIII	UKN	University of Konstanz	Marcel Leist	Alice Krebs	marcel.leist@uni-konstanz.de	Clofibrate	2-(4-Chlorophenoxy)-2-methylpropionic acid ethyl ester; Ethyl 2-(4-chlorophenoxy)-2-methylpropionate; Ethyl 2-(4-chlorophenoxy)isobutyrate	637-07-0 	CCOC(=O)C(C)(C)Oc1ccc(Cl)cc1	Simga	C6643	n.a.	liquid	4°C	DMSO	100	mM	aliquots stored at -80°C	test	human	brain	2D	monoculture	differentiation	9day differentiation	cell	cell line	LUHMES	SGJD working stock 2016	NA	< 16	female	yes	138000 cells/cm2	18 h 	single dose	medium	single addition	72	h	NA	6.4	-log(M)	96-well	Sarsted	NA	PLO, fibronectin	NA	Advanced DMEM/F-12	Thermo Fisher Scientific	NA	NA	NA	NA	cAMP	Sigma-Aldrich	100	mM	GDNF	R&D Systems	20	µg/ml	tetracyclin	Sigma-Aldrich	1	mg/ml	N2	Invitrogen	100	x	glutamine	Sigma-Aldrich	200	mM	0.1	Sigma-Aldrich	Stack	876	4	3	2	Hoechst staining/Co-staining Hoechst and Calcein	viability	viability	image-based	104.8736925			neurite area	neurite area	functional readout	image-based	101.8309		
876_3	UKN3a_NeuroTox_LUH_neurite_72h_d5	Neuro	Cytotoxicity	20170123	20170123_EUTox_UKN3a72h_PlateIII	UKN	University of Konstanz	Marcel Leist	Alice Krebs	marcel.leist@uni-konstanz.de	Clofibrate	2-(4-Chlorophenoxy)-2-methylpropionic acid ethyl ester; Ethyl 2-(4-chlorophenoxy)-2-methylpropionate; Ethyl 2-(4-chlorophenoxy)isobutyrate	637-07-0 	CCOC(=O)C(C)(C)Oc1ccc(Cl)cc1	Simga	C6643	n.a.	liquid	4°C	DMSO	100	mM	aliquots stored at -80°C	test	human	brain	2D	monoculture	differentiation	9day differentiation	cell	cell line	LUHMES	SGJD working stock 2016	NA	< 16	female	yes	138000 cells/cm2	18 h 	single dose	medium	single addition	72	h	NA	6.4	-log(M)	96-well	Sarsted	NA	PLO, fibronectin	NA	Advanced DMEM/F-12	Thermo Fisher Scientific	NA	NA	NA	NA	cAMP	Sigma-Aldrich	100	mM	GDNF	R&D Systems	20	µg/ml	tetracyclin	Sigma-Aldrich	1	mg/ml	N2	Invitrogen	100	x	glutamine	Sigma-Aldrich	200	mM	0.1	Sigma-Aldrich	Stack	876	4	3	2	Hoechst staining/Co-staining Hoechst and Calcein	viability	viability	image-based	94.66122721			neurite area	neurite area	functional readout	image-based	86.56499		
121_1	UKN3a_NeuroTox_LUH_neurite_72h_d5	Neuro	Cytotoxicity	20161202	20161202_EUTox_UKN3a72h_PlateIII	UKN	University of Konstanz	Marcel Leist	Alice Krebs	marcel.leist@uni-konstanz.de	Clofibrate	2-(4-Chlorophenoxy)-2-methylpropionic acid ethyl ester; Ethyl 2-(4-chlorophenoxy)-2-methylpropionate; Ethyl 2-(4-chlorophenoxy)isobutyrate	637-07-0 	CCOC(=O)C(C)(C)Oc1ccc(Cl)cc1	Simga	C6643	n.a.	liquid	4°C	DMSO	100	mM	aliquots stored at -80°C	test	human	brain	2D	monoculture	differentiation	9day differentiation	cell	cell line	LUHMES	SGJD working stock 2016	NA	< 16	female	yes	138000 cells/cm2	18 h 	single dose	medium	single addition	72	h	NA	6.9	-log(M)	96-well	Sarsted	NA	PLO, fibronectin	NA	Advanced DMEM/F-12	Thermo Fisher Scientific	NA	NA	NA	NA	cAMP	Sigma-Aldrich	100	mM	GDNF	R&D Systems	20	µg/ml	tetracyclin	Sigma-Aldrich	1	mg/ml	N2	Invitrogen	100	x	glutamine	Sigma-Aldrich	200	mM	0.1	Sigma-Aldrich	Stack	121	1	3	2	Hoechst staining/Co-staining Hoechst and Calcein	viability	viability	image-based	96.78734716			neurite area	neurite area	functional readout	image-based	93.74305		
